Week_Ending_Date,Race and Ethnicity,Vaccination Coverage Status,Pregnancy Status at Vaccination,Vaccination Coverage Percentage (%),Denominator,Date Order,Race Sort Order,Visual Figure Number,Pregnancy Vaccination Order
05/29/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20,105041,,1,1,3
06/05/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.1,104899,,1,1,3
06/12/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.2,104933,,1,1,3
06/19/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.2,104970,,1,1,3
06/26/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20,105127,,1,1,3
07/03/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.7,105062,,1,1,3
07/10/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.3,105013,,1,1,3
07/17/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.9,105052,,1,1,3
07/24/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.5,105064,,1,1,3
07/31/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.1,105010,,1,1,3
08/07/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.7,105053,,1,1,3
11/06/2021,"Asian, NH",Fully Vaccinated,Any,86,16448,,2,2,NULL
11/13/2021,"Asian, NH",Fully Vaccinated,Any,86.4,16433,,2,2,NULL
11/20/2021,"Asian, NH",Fully Vaccinated,Any,86.8,16405,,2,2,NULL
11/27/2021,"Asian, NH",Fully Vaccinated,Any,87.2,16414,,2,2,NULL
12/04/2021,"Asian, NH",Fully Vaccinated,Any,87.6,16430,,2,2,NULL
12/11/2021,"Asian, NH",Fully Vaccinated,Any,87.8,16358,,2,2,NULL
12/18/2021,"Asian, NH",Fully Vaccinated,Any,88,16407,,2,2,NULL
12/25/2021,"Asian, NH",Fully Vaccinated,Any,88.2,16401,,2,2,NULL
01/01/2022,"Asian, NH",Fully Vaccinated,Any,88.4,16457,,2,2,NULL
01/08/2022,"Asian, NH",Fully Vaccinated,Any,88.6,16475,,2,2,NULL
01/15/2022,"Asian, NH",Fully Vaccinated,Any,88.7,16527,,2,2,NULL
01/22/2022,"Asian, NH",Fully Vaccinated,Any,88.9,16501,,2,2,NULL
01/29/2022,"Asian, NH",Fully Vaccinated,Any,89.1,16578,,2,2,NULL
02/05/2022,"Asian, NH",Fully Vaccinated,Any,89.3,16624,,2,2,NULL
02/12/2022,"Asian, NH",Fully Vaccinated,Any,89.4,16609,,2,2,NULL
02/19/2022,"Asian, NH",Fully Vaccinated,Any,89.5,16540,,2,2,NULL
02/26/2022,"Asian, NH",Fully Vaccinated,Any,89.6,16499,,2,2,NULL
03/05/2022,"Asian, NH",Fully Vaccinated,Any,89.5,16518,,2,2,NULL
03/12/2022,"Asian, NH",Fully Vaccinated,Any,89.6,16476,,2,2,NULL
03/19/2022,"Asian, NH",Fully Vaccinated,Any,89.5,16490,,2,2,NULL
03/26/2022,"Asian, NH",Fully Vaccinated,Any,89.6,16432,,2,2,NULL
04/02/2022,"Asian, NH",Fully Vaccinated,Any,89.6,16341,,2,2,NULL
04/09/2022,"Asian, NH",Fully Vaccinated,Any,89.5,16251,,2,2,NULL
04/16/2022,"Asian, NH",Fully Vaccinated,Any,89.4,16195,,2,2,NULL
04/23/2022,"Asian, NH",Fully Vaccinated,Any,89.4,16092,,2,2,NULL
04/30/2022,"Asian, NH",Fully Vaccinated,Any,89.4,15969,,2,2,NULL
05/07/2022,"Asian, NH",Fully Vaccinated,Any,89.4,15875,,2,2,NULL
05/14/2022,"Asian, NH",Fully Vaccinated,Any,89.4,15775,,2,2,NULL
05/21/2022,"Asian, NH",Fully Vaccinated,Any,89.3,15636,,2,2,NULL
05/28/2022,"Asian, NH",Fully Vaccinated,Any,89.4,15458,,2,2,NULL
06/04/2022,"Asian, NH",Fully Vaccinated,Any,89.3,15252,,2,2,NULL
06/11/2022,"Asian, NH",Fully Vaccinated,Any,89.3,15019,,2,2,NULL
06/18/2022,"Asian, NH",Fully Vaccinated,Any,89.3,14732,,2,2,NULL
06/25/2022,"Asian, NH",Fully Vaccinated,Any,89.3,14400,,2,2,NULL
07/02/2022,"Asian, NH",Fully Vaccinated,Any,89.4,14006,,2,2,NULL
07/09/2022,"Asian, NH",Fully Vaccinated,Any,89.4,13519,,2,2,NULL
07/16/2022,"Asian, NH",Fully Vaccinated,Any,89.5,12857,,2,2,NULL
07/23/2022,"Asian, NH",Fully Vaccinated,Any,89.5,12308,,2,2,NULL
07/30/2022,"Asian, NH",Fully Vaccinated,Any,89.5,11849,,2,2,NULL
08/06/2022,"Asian, NH",Fully Vaccinated,Any,89.5,11331,,2,2,NULL
08/13/2022,"Asian, NH",Fully Vaccinated,Any,89.4,10790,,2,2,NULL
08/20/2022,"Asian, NH",Fully Vaccinated,Any,89.4,10394,,2,2,NULL
08/27/2022,"Asian, NH",Fully Vaccinated,Any,89.5,10117,,2,2,NULL
01/09/2021,"Black, NH",Fully Vaccinated,Any,0.1,7699,,3,2,NULL
01/16/2021,"Black, NH",Fully Vaccinated,Any,0.1,7715,,3,2,NULL
01/23/2021,"Black, NH",Fully Vaccinated,Any,0.3,7723,,3,2,NULL
01/30/2021,"Black, NH",Fully Vaccinated,Any,0.6,7737,,3,2,NULL
02/06/2021,"Black, NH",Fully Vaccinated,Any,1,7751,,3,2,NULL
02/13/2021,"Black, NH",Fully Vaccinated,Any,1.4,7772,,3,2,NULL
02/20/2021,"Black, NH",Fully Vaccinated,Any,1.9,7751,,3,2,NULL
02/27/2021,"Black, NH",Fully Vaccinated,Any,2.3,7784,,3,2,NULL
03/06/2021,"Black, NH",Fully Vaccinated,Any,2.8,7812,,3,2,NULL
03/13/2021,"Black, NH",Fully Vaccinated,Any,3.3,7810,,3,2,NULL
03/20/2021,"Black, NH",Fully Vaccinated,Any,3.9,7781,,3,2,NULL
03/27/2021,"Black, NH",Fully Vaccinated,Any,4.6,7789,,3,2,NULL
04/03/2021,"Black, NH",Fully Vaccinated,Any,5.3,7771,,3,2,NULL
04/10/2021,"Black, NH",Fully Vaccinated,Any,6.5,7744,,3,2,NULL
04/17/2021,"Black, NH",Fully Vaccinated,Any,7.6,7759,,3,2,NULL
04/24/2021,"Black, NH",Fully Vaccinated,Any,8.9,7732,,3,2,NULL
05/01/2021,"Black, NH",Fully Vaccinated,Any,10.4,7785,,3,2,NULL
05/08/2021,"Black, NH",Fully Vaccinated,Any,11.6,7843,,3,2,NULL
05/15/2021,"Black, NH",Fully Vaccinated,Any,12.8,7861,,3,2,NULL
05/22/2021,"Black, NH",Fully Vaccinated,Any,14.3,7888,,3,2,NULL
05/29/2021,"Black, NH",Fully Vaccinated,Any,15.4,7850,,3,2,NULL
06/05/2021,"Black, NH",Fully Vaccinated,Any,16.7,7867,,3,2,NULL
06/12/2021,"Black, NH",Fully Vaccinated,Any,17.6,7878,,3,2,NULL
06/19/2021,"Black, NH",Fully Vaccinated,Any,18.8,7890,,3,2,NULL
08/14/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.3,104896,,1,1,3
08/21/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.1,104838,,1,1,3
08/28/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16.9,104656,,1,1,3
09/04/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16.7,104718,,1,1,3
09/11/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16.7,104734,,1,1,3
09/18/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16.9,104919,,1,1,3
09/25/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16.8,104927,,1,1,3
10/02/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16.5,105065,,1,1,3
10/09/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,15.9,105217,,1,1,3
10/16/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,15.3,105446,,1,1,3
10/23/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,14.6,105645,,1,1,3
10/30/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,13.9,105955,,1,1,3
11/06/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,13.2,106323,,1,1,3
11/13/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,12.4,106669,,1,1,3
11/20/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,11.5,106758,,1,1,3
11/27/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,10.7,107069,,1,1,3
12/04/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,9.9,107534,,1,1,3
12/11/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,9.1,107443,,1,1,3
12/18/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,8.4,107709,,1,1,3
12/25/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,7.7,107657,,1,1,3
01/01/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,7.1,108036,,1,1,3
01/08/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,6.6,108129,,1,1,3
01/15/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,6.1,108209,,1,1,3
01/22/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.7,108122,,1,1,3
01/29/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.4,108332,,1,1,3
02/05/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.1,108558,,1,1,3
02/12/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.8,108497,,1,1,3
02/19/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.6,108300,,1,1,3
02/26/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.4,108379,,1,1,3
03/05/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.1,108326,,1,1,3
03/12/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.9,108203,,1,1,3
03/19/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.7,108053,,1,1,3
03/26/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.5,107998,,1,1,3
06/11/2022,"Other, NH",Booster Dose,Any,55.9,3314,,5,3,NULL
06/18/2022,"Other, NH",Booster Dose,Any,56,3237,,5,3,NULL
06/25/2022,"Other, NH",Booster Dose,Any,56.5,3166,,5,3,NULL
07/02/2022,"Other, NH",Booster Dose,Any,56.4,3082,,5,3,NULL
07/09/2022,"Other, NH",Booster Dose,Any,56.7,2969,,5,3,NULL
07/16/2022,"Other, NH",Booster Dose,Any,56.7,2814,,5,3,NULL
07/23/2022,"Other, NH",Booster Dose,Any,57.2,2709,,5,3,NULL
07/30/2022,"Other, NH",Booster Dose,Any,57.3,2602,,5,3,NULL
08/06/2022,"Other, NH",Booster Dose,Any,57.6,2491,,5,3,NULL
08/13/2022,"Other, NH",Booster Dose,Any,57.8,2380,,5,3,NULL
08/20/2022,"Other, NH",Booster Dose,Any,58.2,2318,,5,3,NULL
08/27/2022,"Other, NH",Booster Dose,Any,58.2,2258,,5,3,NULL
08/21/2021,"White, NH",Booster Dose,Any,0.5,18188,,6,3,NULL
08/28/2021,"White, NH",Booster Dose,Any,0.7,18564,,6,3,NULL
09/04/2021,"White, NH",Booster Dose,Any,0.8,18976,,6,3,NULL
09/11/2021,"White, NH",Booster Dose,Any,1,19332,,6,3,NULL
09/18/2021,"White, NH",Booster Dose,Any,1.1,19895,,6,3,NULL
09/25/2021,"White, NH",Booster Dose,Any,1.3,20337,,6,3,NULL
10/02/2021,"White, NH",Booster Dose,Any,3.2,20718,,6,3,NULL
10/09/2021,"White, NH",Booster Dose,Any,5.4,21023,,6,3,NULL
10/16/2021,"White, NH",Booster Dose,Any,7.5,21313,,6,3,NULL
10/23/2021,"White, NH",Booster Dose,Any,9.8,21478,,6,3,NULL
10/30/2021,"White, NH",Booster Dose,Any,13.5,21670,,6,3,NULL
11/06/2021,"White, NH",Booster Dose,Any,17.5,21908,,6,3,NULL
11/13/2021,"White, NH",Booster Dose,Any,21.2,22113,,6,3,NULL
11/20/2021,"White, NH",Booster Dose,Any,25.4,22226,,6,3,NULL
11/27/2021,"White, NH",Booster Dose,Any,28.4,22351,,6,3,NULL
12/04/2021,"White, NH",Booster Dose,Any,32.1,22542,,6,3,NULL
12/11/2021,"White, NH",Booster Dose,Any,36.3,22642,,6,3,NULL
12/18/2021,"White, NH",Booster Dose,Any,40.4,22758,,6,3,NULL
12/25/2021,"White, NH",Booster Dose,Any,43.4,22827,,6,3,NULL
01/01/2022,"White, NH",Booster Dose,Any,46.1,23000,,6,3,NULL
01/08/2022,"White, NH",Booster Dose,Any,49.4,23033,,6,3,NULL
01/15/2022,"White, NH",Booster Dose,Any,52.3,23051,,6,3,NULL
01/22/2022,"White, NH",Booster Dose,Any,54.5,23125,,6,3,NULL
01/29/2022,"White, NH",Booster Dose,Any,56.2,23226,,6,3,NULL
02/05/2022,"White, NH",Booster Dose,Any,57.3,23280,,6,3,NULL
02/12/2022,"White, NH",Booster Dose,Any,58.1,23261,,6,3,NULL
02/19/2022,"White, NH",Booster Dose,Any,58.5,23208,,6,3,NULL
02/26/2022,"White, NH",Booster Dose,Any,59,23243,,6,3,NULL
03/05/2022,"White, NH",Booster Dose,Any,59.6,23176,,6,3,NULL
03/12/2022,"White, NH",Booster Dose,Any,59.7,23114,,6,3,NULL
03/19/2022,"White, NH",Booster Dose,Any,59.8,23104,,6,3,NULL
03/26/2022,"White, NH",Booster Dose,Any,60.1,23081,,6,3,NULL
04/02/2022,"White, NH",Booster Dose,Any,60.2,23010,,6,3,NULL
04/09/2022,"White, NH",Booster Dose,Any,60.2,22902,,6,3,NULL
04/16/2022,"White, NH",Booster Dose,Any,60.4,22852,,6,3,NULL
04/23/2022,"White, NH",Booster Dose,Any,60.5,22724,,6,3,NULL
04/30/2022,"White, NH",Booster Dose,Any,60.7,22658,,6,3,NULL
05/07/2022,"White, NH",Booster Dose,Any,60.9,22451,,6,3,NULL
05/14/2022,"White, NH",Booster Dose,Any,61.1,22223,,6,3,NULL
05/21/2022,"White, NH",Booster Dose,Any,61.4,21995,,6,3,NULL
05/28/2022,"White, NH",Booster Dose,Any,61.6,21708,,6,3,NULL
06/04/2022,"White, NH",Booster Dose,Any,61.7,21313,,6,3,NULL
06/11/2022,"White, NH",Booster Dose,Any,61.8,20978,,6,3,NULL
06/18/2022,"White, NH",Booster Dose,Any,62,20556,,6,3,NULL
06/25/2022,"White, NH",Booster Dose,Any,62.2,20105,,6,3,NULL
07/02/2022,"White, NH",Booster Dose,Any,62.4,19516,,6,3,NULL
07/09/2022,"White, NH",Booster Dose,Any,62.7,18837,,6,3,NULL
07/16/2022,"White, NH",Booster Dose,Any,62.5,17151,,6,3,NULL
07/23/2022,"White, NH",Booster Dose,Any,62.5,16473,,6,3,NULL
07/30/2022,"White, NH",Booster Dose,Any,62.6,15817,,6,3,NULL
08/06/2022,"White, NH",Booster Dose,Any,62.7,15202,,6,3,NULL
08/13/2022,"White, NH",Booster Dose,Any,62.7,14601,,6,3,NULL
08/20/2022,"White, NH",Booster Dose,Any,63,14169,,6,3,NULL
08/27/2022,"White, NH",Booster Dose,Any,63,13729,,6,3,NULL
